Species,IUCN_Status
Dicamptodon aterrimus,LEAST_CONCERN
Dicamptodon copei,LEAST_CONCERN
Dicamptodon ensatus,NEAR_THREATENED
Dicamptodon tenebrosus,LEAST_CONCERN
Amphiuma means,LEAST_CONCERN
Amphiuma pholeter,LEAST_CONCERN
Amphiuma tridactylum,LEAST_CONCERN
Andrias davidianus,CRITICALLY_ENDANGERED
Andrias japonicus,VULNERABLE
Cryptobranchus alleganiensis,VULNERABLE
Batrachuperus karlschmidti,VULNERABLE
Batrachuperus londongensis,ENDANGERED
Batrachuperus pinchonii,VULNERABLE
Batrachuperus taibaiensis,
Batrachuperus tibetanus,VULNERABLE
Batrachuperus yenyuanensis,ENDANGERED
Hynobius abei,ENDANGERED
Hynobius amjiensis,ENDANGERED
Hynobius arisanensis,ENDANGERED
Hynobius boulengeri,ENDANGERED
Hynobius chinensis,DATA_DEFICIENT
Hynobius dunni,VULNERABLE
Hynobius formosanus,ENDANGERED
Hynobius fuca,NEAR_THREATENED
Hynobius glacialis,CRITICALLY_ENDANGERED
Hynobius guabangshanensis,CRITICALLY_ENDANGERED
Hynobius hidamontanus,ENDANGERED
Hynobius hirosei,NEAR_THREATENED
Hynobius katoi,ENDANGERED
Hynobius kimurae,LEAST_CONCERN
Hynobius leechii,LEAST_CONCERN
Hynobius lichenatus,LEAST_CONCERN
Hynobius maoershanensis,CRITICALLY_ENDANGERED
Hynobius naevius,ENDANGERED
Hynobius nebulosus,LEAST_CONCERN
Hynobius nigrescens,LEAST_CONCERN
Hynobius okiensis,ENDANGERED
Hynobius quelpaertensis,VULNERABLE
Hynobius retardatus,LEAST_CONCERN
Hynobius sonani,ENDANGERED
Hynobius stejnegeri,NEAR_THREATENED
Hynobius takedai,ENDANGERED
Hynobius tokyoensis,VULNERABLE
Hynobius tsuensis,NEAR_THREATENED
Hynobius turkestanicus,DATA_DEFICIENT
Hynobius yangi,ENDANGERED
Hynobius yatsui,
Hynobius yiwuensis,LEAST_CONCERN
Liua shihi,LEAST_CONCERN
Liua tsinpaensis,VULNERABLE
Onychodactylus fischeri,NEAR_THREATENED
Onychodactylus japonicus,LEAST_CONCERN
Pachyhynobius shangchengensis,VULNERABLE
Paradactylodon gorganensis,
Paradactylodon mustersi,ENDANGERED
Paradactylodon persicus,VULNERABLE
Protohynobius puxiongensis,
Pseudohynobius flavomaculatus,VULNERABLE
Pseudohynobius guizhouensis,DATA_DEFICIENT
Pseudohynobius jinfo,ENDANGERED
Pseudohynobius kuankuoshuiensis,CRITICALLY_ENDANGERED
Pseudohynobius shuichengensis,CRITICALLY_ENDANGERED
Ranodon sibiricus,ENDANGERED
Salamandrella keyserlingii,LEAST_CONCERN
Salamandrella tridactyla,LEAST_CONCERN
Batrachoseps attenuatus,LEAST_CONCERN
Batrachoseps campi,NEAR_THREATENED
Batrachoseps diabolicus,LEAST_CONCERN
Batrachoseps gabrieli,NEAR_THREATENED
Batrachoseps gavilanensis,LEAST_CONCERN
Batrachoseps gregarius,LEAST_CONCERN
Batrachoseps incognitus,ENDANGERED
Batrachoseps kawia,NEAR_THREATENED
Batrachoseps luciae,LEAST_CONCERN
Batrachoseps major,LEAST_CONCERN
Batrachoseps minor,ENDANGERED
Batrachoseps nigriventris,LEAST_CONCERN
Batrachoseps pacificus,LEAST_CONCERN
Batrachoseps regius,ENDANGERED
Batrachoseps relictus,CRITICALLY_ENDANGERED
Batrachoseps robustus,ENDANGERED
Batrachoseps simatus,ENDANGERED
Batrachoseps stebbinsi,ENDANGERED
Batrachoseps wrighti,NEAR_THREATENED
Bolitoglossa adspersa,LEAST_CONCERN
Bolitoglossa alberchi,VULNERABLE
Bolitoglossa altamazonica,NEAR_THREATENED
Bolitoglossa alvaradoi,VULNERABLE
Bolitoglossa anthracina,ENDANGERED
Bolitoglossa biseriata,LEAST_CONCERN
Bolitoglossa borburata,VULNERABLE
Bolitoglossa bramei,LEAST_CONCERN
Bolitoglossa capitana,CRITICALLY_ENDANGERED
Bolitoglossa carri,CRITICALLY_ENDANGERED
Bolitoglossa cataguana,CRITICALLY_ENDANGERED
Bolitoglossa celaque,CRITICALLY_ENDANGERED
Bolitoglossa centenorum,CRITICALLY_ENDANGERED
Bolitoglossa cerroensis,LEAST_CONCERN
Bolitoglossa chica,VULNERABLE
Bolitoglossa colonnea,LEAST_CONCERN
Bolitoglossa compacta,ENDANGERED
Bolitoglossa conanti,VULNERABLE
Bolitoglossa copia,CRITICALLY_ENDANGERED
Bolitoglossa cuchumatana,ENDANGERED
Bolitoglossa cuna,ENDANGERED
Bolitoglossa daryorum,ENDANGERED
Bolitoglossa decora,CRITICALLY_ENDANGERED
Bolitoglossa diaphora,ENDANGERED
Bolitoglossa digitigrada,DATA_DEFICIENT
Bolitoglossa diminuta,NEAR_THREATENED
Bolitoglossa dofleini,NEAR_THREATENED
Bolitoglossa dunni,ENDANGERED
Bolitoglossa engelhardti,ENDANGERED
Bolitoglossa epimela,DATA_DEFICIENT
Bolitoglossa equatoriana,LEAST_CONCERN
Bolitoglossa eremia,ENDANGERED
Bolitoglossa flavimembris,ENDANGERED
Bolitoglossa flaviventris,ENDANGERED
Bolitoglossa franklini,VULNERABLE
Bolitoglossa gomezi,ENDANGERED
Bolitoglossa gracilis,LEAST_CONCERN
Bolitoglossa guaramacalensis,ENDANGERED
Bolitoglossa hartwegi,VULNERABLE
Bolitoglossa heiroreias,ENDANGERED
Bolitoglossa helmrichi,VULNERABLE
Bolitoglossa hermosa,LEAST_CONCERN
Bolitoglossa hiemalis,VULNERABLE
Bolitoglossa huehuetenanguensis,CRITICALLY_ENDANGERED
Bolitoglossa hypacra,ENDANGERED
Bolitoglossa indio,ENDANGERED
Bolitoglossa insularis,CRITICALLY_ENDANGERED
Bolitoglossa jacksoni,CRITICALLY_ENDANGERED
Bolitoglossa kaqchikelorum,ENDANGERED
Bolitoglossa la,
Bolitoglossa lignicolor,LEAST_CONCERN
Bolitoglossa lincolni,NEAR_THREATENED
Bolitoglossa longissima,CRITICALLY_ENDANGERED
Bolitoglossa lozanoi,DATA_DEFICIENT
Bolitoglossa macrinii,ENDANGERED
Bolitoglossa magnifica,ENDANGERED
Bolitoglossa marmorea,ENDANGERED
Bolitoglossa medemi,LEAST_CONCERN
Bolitoglossa meliana,ENDANGERED
Bolitoglossa mexicana,LEAST_CONCERN
Bolitoglossa minutula,ENDANGERED
Bolitoglossa mombachoensis,VULNERABLE
Bolitoglossa morio,VULNERABLE
Bolitoglossa mulleri,VULNERABLE
Bolitoglossa nicefori,LEAST_CONCERN
Bolitoglossa nigrescens,DATA_DEFICIENT
Bolitoglossa ninadormida,CRITICALLY_ENDANGERED
Bolitoglossa nussbaumi,CRITICALLY_ENDANGERED
Bolitoglossa nympha,LEAST_CONCERN
Bolitoglossa oaxacensis,ENDANGERED
Bolitoglossa obscura,DATA_DEFICIENT
Bolitoglossa occidentalis,LEAST_CONCERN
Bolitoglossa odonnelli,NEAR_THREATENED
Bolitoglossa omniumsanctorum,ENDANGERED
Bolitoglossa oresbia,CRITICALLY_ENDANGERED
Bolitoglossa orestes,ENDANGERED
Bolitoglossa pacaya,ENDANGERED
Bolitoglossa palmata,LEAST_CONCERN
Bolitoglossa pandi,ENDANGERED
Bolitoglossa paraensis,LEAST_CONCERN
Bolitoglossa peruviana,DATA_DEFICIENT
Bolitoglossa pesrubra,LEAST_CONCERN
Bolitoglossa phalarosoma,NEAR_THREATENED
Bolitoglossa platydactyla,LEAST_CONCERN
Bolitoglossa porrasorum,ENDANGERED
Bolitoglossa psephena,DATA_DEFICIENT
Bolitoglossa pygmaea,VULNERABLE
Bolitoglossa ramosi,NEAR_THREATENED
Bolitoglossa riletti,ENDANGERED
Bolitoglossa robinsoni,DATA_DEFICIENT
Bolitoglossa robusta,VULNERABLE
Bolitoglossa rostrata,NEAR_THREATENED
Bolitoglossa rufescens,LEAST_CONCERN
Bolitoglossa salvinii,VULNERABLE
Bolitoglossa savagei,NEAR_THREATENED
Bolitoglossa schizodactyla,LEAST_CONCERN
Bolitoglossa silverstonei,DATA_DEFICIENT
Bolitoglossa sima,LEAST_CONCERN
Bolitoglossa sombra,NEAR_THREATENED
Bolitoglossa sooyorum,ENDANGERED
Bolitoglossa spongai,
Bolitoglossa striatula,LEAST_CONCERN
Bolitoglossa stuarti,VULNERABLE
Bolitoglossa subpalmata,LEAST_CONCERN
Bolitoglossa suchitanensis,CRITICALLY_ENDANGERED
Bolitoglossa synoria,CRITICALLY_ENDANGERED
Bolitoglossa tatamae,ENDANGERED
Bolitoglossa taylori,ENDANGERED
Bolitoglossa tica,DATA_DEFICIENT
Bolitoglossa tzultacaj,CRITICALLY_ENDANGERED
Bolitoglossa vallecula,LEAST_CONCERN
Bolitoglossa veracrucis,ENDANGERED
Bolitoglossa walkeri,NEAR_THREATENED
Bolitoglossa xibalba,ENDANGERED
Bolitoglossa yucatana,LEAST_CONCERN
Bolitoglossa zacapensis,VULNERABLE
Bolitoglossa zapoteca,ENDANGERED
Bradytriton silus,ENDANGERED
Chiropterotriton arboreus,CRITICALLY_ENDANGERED
Chiropterotriton chiropterus,CRITICALLY_ENDANGERED
Chiropterotriton chondrostega,ENDANGERED
Chiropterotriton cracens,VULNERABLE
Chiropterotriton dimidiatus,VULNERABLE
Chiropterotriton lavae,CRITICALLY_ENDANGERED
Chiropterotriton magnipes,ENDANGERED
Chiropterotriton mosaueri,CRITICALLY_ENDANGERED
Chiropterotriton multidentatus,ENDANGERED
Chiropterotriton orculus,VULNERABLE
Chiropterotriton priscus,NEAR_THREATENED
Chiropterotriton terrestris,CRITICALLY_ENDANGERED
Cryptotriton adelos,
Cryptotriton alvarezdeltoroi,ENDANGERED
Cryptotriton monzoni,CRITICALLY_ENDANGERED
Cryptotriton nasalis,ENDANGERED
Cryptotriton sierraminensis,CRITICALLY_ENDANGERED
Cryptotriton veraepacis,CRITICALLY_ENDANGERED
Cryptotriton wakei,
Dendrotriton bromeliacius,CRITICALLY_ENDANGERED
Dendrotriton chujorum,CRITICALLY_ENDANGERED
Dendrotriton cuchumatanus,CRITICALLY_ENDANGERED
Dendrotriton kekchiorum,CRITICALLY_ENDANGERED
Dendrotriton megarhinus,VULNERABLE
Dendrotriton rabbi,CRITICALLY_ENDANGERED
Dendrotriton sanctibarbarus,CRITICALLY_ENDANGERED
Dendrotriton xolocalcae,VULNERABLE
Nototriton abscondens,LEAST_CONCERN
Nototriton barbouri,ENDANGERED
Nototriton brodiei,ENDANGERED
Nototriton gamezi,LEAST_CONCERN
Nototriton guanacaste,LEAST_CONCERN
Nototriton lignicola,ENDANGERED
Nototriton limnospectator,ENDANGERED
Nototriton major,ENDANGERED
Nototriton picadoi,LEAST_CONCERN
Nototriton richardi,LEAST_CONCERN
Nototriton saslaya,CRITICALLY_ENDANGERED
Nototriton stuarti,CRITICALLY_ENDANGERED
Nototriton tapanti,LEAST_CONCERN
Nototriton tomamorum,CRITICALLY_ENDANGERED
Nyctanolis pernix,VULNERABLE
Oedipina alfaroi,VULNERABLE
Oedipina alleni,LEAST_CONCERN
Oedipina altura,DATA_DEFICIENT
Oedipina carablanca,ENDANGERED
Oedipina collaris,DATA_DEFICIENT
Oedipina complex,LEAST_CONCERN
Oedipina cyclocauda,NEAR_THREATENED
Oedipina elongata,LEAST_CONCERN
Oedipina fortunensis,ENDANGERED
Oedipina gephyra,CRITICALLY_ENDANGERED
Oedipina gracilis,ENDANGERED
Oedipina grandis,ENDANGERED
Oedipina ignea,ENDANGERED
Oedipina kasios,ENDANGERED
Oedipina leptopoda,ENDANGERED
Oedipina maritima,CRITICALLY_ENDANGERED
Oedipina nica,ENDANGERED
Oedipina pacificensis,LEAST_CONCERN
Oedipina parvipes,LEAST_CONCERN
Oedipina paucidentata,DATA_DEFICIENT
Oedipina poelzi,ENDANGERED
Oedipina pseudouniformis,DATA_DEFICIENT
Oedipina quadra,VULNERABLE
Oedipina savagei,VULNERABLE
Oedipina stenopodia,ENDANGERED
Oedipina stuarti,DATA_DEFICIENT
Oedipina taylori,ENDANGERED
Oedipina tomasi,CRITICALLY_ENDANGERED
Oedipina uniformis,LEAST_CONCERN
Parvimolge townsendi,VULNERABLE
Pseudoeurycea ahuitzotl,CRITICALLY_ENDANGERED
Pseudoeurycea altamontana,ENDANGERED
Pseudoeurycea amuzga,ENDANGERED
Pseudoeurycea anitae,CRITICALLY_ENDANGERED
Pseudoeurycea aquatica,CRITICALLY_ENDANGERED
Pseudoeurycea aurantia,CRITICALLY_ENDANGERED
Pseudoeurycea bellii,
Pseudoeurycea boneti,
Pseudoeurycea brunnata,CRITICALLY_ENDANGERED
Pseudoeurycea cafetalera,
Pseudoeurycea cephalica,
Pseudoeurycea cochranae,VULNERABLE
Pseudoeurycea conanti,ENDANGERED
Pseudoeurycea exspectata,EXTINCT
Pseudoeurycea firscheini,ENDANGERED
Pseudoeurycea gadovii,VULNERABLE
Pseudoeurycea galeanae,
Pseudoeurycea gigantea,
Pseudoeurycea goebeli,CRITICALLY_ENDANGERED
Pseudoeurycea juarezi,ENDANGERED
Pseudoeurycea leprosa,LEAST_CONCERN
Pseudoeurycea lineola,ENDANGERED
Pseudoeurycea longicauda,ENDANGERED
Pseudoeurycea lynchi,ENDANGERED
Pseudoeurycea maxima,
Pseudoeurycea melanomolga,ENDANGERED
Pseudoeurycea mixcoatl,CRITICALLY_ENDANGERED
Pseudoeurycea mixteca,VULNERABLE
Pseudoeurycea mystax,ENDANGERED
Pseudoeurycea naucampatepetl,
Pseudoeurycea nigra,
Pseudoeurycea nigromaculata,ENDANGERED
Pseudoeurycea obesa,CRITICALLY_ENDANGERED
Pseudoeurycea orchileucos,ENDANGERED
Pseudoeurycea orchimelas,ENDANGERED
Pseudoeurycea papenfussi,ENDANGERED
Pseudoeurycea parva,
Pseudoeurycea praecellens,
Pseudoeurycea quetzalanensis,
Pseudoeurycea rex,VULNERABLE
Pseudoeurycea robertsi,CRITICALLY_ENDANGERED
Pseudoeurycea ruficauda,ENDANGERED
Pseudoeurycea saltator,CRITICALLY_ENDANGERED
Pseudoeurycea scandens,
Pseudoeurycea smithi,CRITICALLY_ENDANGERED
Pseudoeurycea tenchalli,CRITICALLY_ENDANGERED
Pseudoeurycea teotepec,CRITICALLY_ENDANGERED
Pseudoeurycea tlahcuiloh,CRITICALLY_ENDANGERED
Pseudoeurycea tlilicxitl,ENDANGERED
Pseudoeurycea unguidentis,CRITICALLY_ENDANGERED
Pseudoeurycea werleri,ENDANGERED
Thorius arboreus,CRITICALLY_ENDANGERED
Thorius aureus,CRITICALLY_ENDANGERED
Thorius boreas,ENDANGERED
Thorius dubitus,CRITICALLY_ENDANGERED
Thorius grandis,CRITICALLY_ENDANGERED
Thorius infernalis,CRITICALLY_ENDANGERED
Thorius insperatus,CRITICALLY_ENDANGERED
Thorius lunaris,CRITICALLY_ENDANGERED
Thorius macdougalli,ENDANGERED
Thorius magnipes,CRITICALLY_ENDANGERED
Thorius minutissimus,CRITICALLY_ENDANGERED
Thorius minydemus,ENDANGERED
Thorius munificus,CRITICALLY_ENDANGERED
Thorius narismagnus,CRITICALLY_ENDANGERED
Thorius narisovalis,ENDANGERED
Thorius omiltemi,ENDANGERED
Thorius papaloae,CRITICALLY_ENDANGERED
Thorius pennatulus,ENDANGERED
Thorius pulmonaris,CRITICALLY_ENDANGERED
Thorius schmidti,CRITICALLY_ENDANGERED
Thorius smithi,CRITICALLY_ENDANGERED
Thorius spilogaster,CRITICALLY_ENDANGERED
Thorius troglodytes,ENDANGERED
Hemidactylium scutatum,LEAST_CONCERN
Aneides aeneus,NEAR_THREATENED
Aneides ferreus,LEAST_CONCERN
Aneides flavipunctatus,LEAST_CONCERN
Aneides hardii,NEAR_THREATENED
Aneides iecanus,ENDANGERED
Aneides lugubris,LEAST_CONCERN
Aneides niger,ENDANGERED
Aneides vagrans,LEAST_CONCERN
Atylodes genei,
Desmognathus abditus,VULNERABLE
Desmognathus aeneus,LEAST_CONCERN
Desmognathus apalachicolae,LEAST_CONCERN
Desmognathus auriculatus,LEAST_CONCERN
Desmognathus brimleyorum,LEAST_CONCERN
Desmognathus carolinensis,LEAST_CONCERN
Desmognathus conanti,LEAST_CONCERN
Desmognathus folkertsi,LEAST_CONCERN
Desmognathus fuscus,LEAST_CONCERN
Desmognathus imitator,NEAR_THREATENED
Desmognathus marmoratus,LEAST_CONCERN
Desmognathus monticola,LEAST_CONCERN
Desmognathus ochrophaeus,LEAST_CONCERN
Desmognathus ocoee,LEAST_CONCERN
Desmognathus orestes,LEAST_CONCERN
Desmognathus organi,NEAR_THREATENED
Desmognathus planiceps,ENDANGERED
Desmognathus quadramaculatus,LEAST_CONCERN
Desmognathus santeetlah,NEAR_THREATENED
Desmognathus welteri,LEAST_CONCERN
Desmognathus wrighti,NEAR_THREATENED
Ensatina eschscholtzii,LEAST_CONCERN
Hydromantes brunus,NEAR_THREATENED
Hydromantes platycephalus,LEAST_CONCERN
Hydromantes shastae,NEAR_THREATENED
Karsenia koreana,LEAST_CONCERN
Phaeognathus hubrichti,ENDANGERED
Plethodon ainsworthi,EXTINCT
Plethodon albagula,LEAST_CONCERN
Plethodon amplus,ENDANGERED
Plethodon angusticlavius,LEAST_CONCERN
Plethodon asupak,ENDANGERED
Plethodon aureolus,DATA_DEFICIENT
Plethodon caddoensis,NEAR_THREATENED
Plethodon chattahoochee,LEAST_CONCERN
Plethodon cheoah,VULNERABLE
Plethodon chlorobryonis,LEAST_CONCERN
Plethodon cinereus,LEAST_CONCERN
Plethodon cylindraceus,LEAST_CONCERN
Plethodon dorsalis,LEAST_CONCERN
Plethodon dunni,LEAST_CONCERN
Plethodon electromorphus,LEAST_CONCERN
Plethodon elongatus,LEAST_CONCERN
Plethodon fourchensis,NEAR_THREATENED
Plethodon glutinosus,LEAST_CONCERN
Plethodon grobmani,
Plethodon hoffmani,LEAST_CONCERN
Plethodon hubrichti,VULNERABLE
Plethodon idahoensis,LEAST_CONCERN
Plethodon jordani,NEAR_THREATENED
Plethodon kentucki,LEAST_CONCERN
Plethodon kiamichi,VULNERABLE
Plethodon kisatchie,LEAST_CONCERN
Plethodon larselli,LEAST_CONCERN
Plethodon meridianus,ENDANGERED
Plethodon metcalfi,LEAST_CONCERN
Plethodon mississippi,
Plethodon montanus,LEAST_CONCERN
Plethodon neomexicanus,ENDANGERED
Plethodon nettingi,NEAR_THREATENED
Plethodon ocmulgee,LEAST_CONCERN
Plethodon ouachitae,NEAR_THREATENED
Plethodon petraeus,NEAR_THREATENED
Plethodon punctatus,NEAR_THREATENED
Plethodon richmondi,LEAST_CONCERN
Plethodon savannah,DATA_DEFICIENT
Plethodon sequoyah,DATA_DEFICIENT
Plethodon serratus,LEAST_CONCERN
Plethodon shenandoah,CRITICALLY_ENDANGERED
Plethodon sherando,VULNERABLE
Plethodon shermani,NEAR_THREATENED
Plethodon stormi,ENDANGERED
Plethodon teyahalee,LEAST_CONCERN
Plethodon vandykei,LEAST_CONCERN
Plethodon variolatus,LEAST_CONCERN
Plethodon vehiculum,LEAST_CONCERN
Plethodon ventralis,LEAST_CONCERN
Plethodon virginia,NEAR_THREATENED
Plethodon websteri,LEAST_CONCERN
Plethodon wehrlei,LEAST_CONCERN
Plethodon welleri,VULNERABLE
Plethodon yonahlossee,LEAST_CONCERN
Speleomantes ambrosii,CRITICALLY_ENDANGERED
Speleomantes flavus,ENDANGERED
Speleomantes imperialis,NEAR_THREATENED
Speleomantes italicus,ENDANGERED
Speleomantes sarrabusensis,CRITICALLY_ENDANGERED
Speleomantes strinatii,ENDANGERED
Speleomantes supramontis,ENDANGERED
Eurycea aquatica,LEAST_CONCERN
Eurycea bislineata,LEAST_CONCERN
Eurycea chamberlaini,LEAST_CONCERN
Eurycea chisholmensis,ENDANGERED
Eurycea cirrigera,LEAST_CONCERN
Eurycea guttolineata,LEAST_CONCERN
Eurycea junaluska,VULNERABLE
Eurycea latitans,VULNERABLE
Eurycea longicauda,LEAST_CONCERN
Eurycea lucifuga,LEAST_CONCERN
Eurycea multiplicata,LEAST_CONCERN
Eurycea nana,CRITICALLY_ENDANGERED
Eurycea naufragia,CRITICALLY_ENDANGERED
Eurycea neotenes,ENDANGERED
Eurycea pterophila,ENDANGERED
Eurycea quadridigitata,LEAST_CONCERN
Eurycea rathbuni,CRITICALLY_ENDANGERED
Eurycea robusta,DATA_DEFICIENT
Eurycea sosorum,ENDANGERED
Eurycea spelaea,LEAST_CONCERN
Eurycea tonkawae,ENDANGERED
Eurycea tridentifera,
Eurycea troglodytes,VULNERABLE
Eurycea tynerensis,LEAST_CONCERN
Eurycea wallacei,ENDANGERED
Eurycea waterlooensis,CRITICALLY_ENDANGERED
Eurycea wilderae,LEAST_CONCERN
Gyrinophilus gulolineatus,ENDANGERED
Gyrinophilus palleucus,NEAR_THREATENED
Gyrinophilus porphyriticus,LEAST_CONCERN
Gyrinophilus subterraneus,CRITICALLY_ENDANGERED
Pseudotriton diastictus,LEAST_CONCERN
Pseudotriton montanus,LEAST_CONCERN
Pseudotriton ruber,LEAST_CONCERN
Stereochilus marginatus,LEAST_CONCERN
Urspelerpes brucei,NEAR_THREATENED
Necturus alabamensis,VULNERABLE
Necturus beyeri,LEAST_CONCERN
Necturus lewisi,LEAST_CONCERN
Necturus maculosus,LEAST_CONCERN
Necturus punctatus,LEAST_CONCERN
Proteus anguinus,VULNERABLE
Rhyacotriton cascadae,NEAR_THREATENED
Rhyacotriton kezeri,NEAR_THREATENED
Rhyacotriton olympicus,NEAR_THREATENED
Rhyacotriton variegatus,LEAST_CONCERN
Calotriton arnoldi,CRITICALLY_ENDANGERED
Calotriton asper,LEAST_CONCERN
Cynops ensicauda,VULNERABLE
Cynops pyrrhogaster,NEAR_THREATENED
Echinotriton andersoni,VULNERABLE
Echinotriton chinhaiensis,CRITICALLY_ENDANGERED
Euproctus montanus,LEAST_CONCERN
Euproctus platycephalus,ENDANGERED
Hypselotriton chenggongensis,CRITICALLY_ENDANGERED
Hypselotriton cyanurus,VULNERABLE
Hypselotriton fudingensis,CRITICALLY_ENDANGERED
Hypselotriton orientalis,LEAST_CONCERN
Hypselotriton orphicus,ENDANGERED
Hypselotriton wolterstorffi,EXTINCT
Ichthyosaura alpestris,LEAST_CONCERN
Laotriton laoensis,ENDANGERED
Lissotriton boscai,LEAST_CONCERN
Lissotriton graecus,LEAST_CONCERN
Lissotriton helveticus,LEAST_CONCERN
Lissotriton italicus,LEAST_CONCERN
Lissotriton kosswigi,VULNERABLE
Lissotriton lantzi,LEAST_CONCERN
Lissotriton maltzani,LEAST_CONCERN
Lissotriton meridionalis,
Lissotriton montandoni,LEAST_CONCERN
Lissotriton vulgaris,LEAST_CONCERN
Neurergus crocatus,VULNERABLE
Neurergus kaiseri,VULNERABLE
Neurergus microspilotus,
Neurergus strauchii,LEAST_CONCERN
Notophthalmus meridionalis,VULNERABLE
Notophthalmus perstriatus,NEAR_THREATENED
Notophthalmus viridescens,LEAST_CONCERN
Ommatotriton ophryticus,NEAR_THREATENED
Ommatotriton vittatus,LEAST_CONCERN
Pachytriton archospotus,NEAR_THREATENED
Pachytriton brevipes,LEAST_CONCERN
Pachytriton labiatus,
Paramesotriton caudopunctatus,NEAR_THREATENED
Paramesotriton chinensis,LEAST_CONCERN
Paramesotriton deloustali,LEAST_CONCERN
Paramesotriton ermizhaoi,
Paramesotriton fuzhongensis,VULNERABLE
Paramesotriton guanxiensis,
Paramesotriton hongkongensis,NEAR_THREATENED
Paramesotriton longliensis,VULNERABLE
Paramesotriton yunwuensis,ENDANGERED
Paramesotriton zhijinensis,ENDANGERED
Pleurodeles nebulosus,LEAST_CONCERN
Pleurodeles poireti,ENDANGERED
Pleurodeles waltl,LEAST_CONCERN
Taricha granulosa,LEAST_CONCERN
Taricha rivularis,VULNERABLE
Taricha sierrae,LEAST_CONCERN
Taricha torosa,NEAR_THREATENED
Triturus arntzeni,
Triturus carnifex,VULNERABLE
Triturus cristatus,LEAST_CONCERN
Triturus dobrogicus,LEAST_CONCERN
Triturus karelinii,LEAST_CONCERN
Triturus macedonicus,VULNERABLE
Triturus marmoratus,VULNERABLE
Triturus pygmaeus,NEAR_THREATENED
Tylototriton asperrimus,NEAR_THREATENED
Tylototriton hainanensis,ENDANGERED
Tylototriton kweichowensis,VULNERABLE
Tylototriton notialis,VULNERABLE
Tylototriton taliangensis,VULNERABLE
Tylototriton verrucosus,NEAR_THREATENED
Tylototriton vietnamensis,VULNERABLE
Tylototriton wenxianensis,VULNERABLE
Chioglossa lusitanica,NEAR_THREATENED
Lyciasalamandra antalyana,ENDANGERED
Lyciasalamandra atifi,ENDANGERED
Lyciasalamandra billae,ENDANGERED
Lyciasalamandra fazilae,ENDANGERED
Lyciasalamandra flavimembris,ENDANGERED
Lyciasalamandra helverseni,VULNERABLE
Lyciasalamandra luschani,ENDANGERED
Mertensiella caucasica,NEAR_THREATENED
Salamandra algira,VULNERABLE
Salamandra atra,LEAST_CONCERN
Salamandra corsica,LEAST_CONCERN
Salamandra infraimmaculata,LEAST_CONCERN
Salamandra lanzai,CRITICALLY_ENDANGERED
Salamandra longirostris,
Salamandra salamandra,VULNERABLE
Salamandrina perspicillata,ENDANGERED
Salamandrina terdigitata,LEAST_CONCERN
Pseudobranchus axanthus,LEAST_CONCERN
Pseudobranchus striatus,LEAST_CONCERN
Siren intermedia,LEAST_CONCERN
Siren lacertina,LEAST_CONCERN
Boulengerula boulengeri,LEAST_CONCERN
Boulengerula changamwensis,ENDANGERED
Boulengerula denhardti,CRITICALLY_ENDANGERED
Boulengerula fischeri,VULNERABLE
Boulengerula niedeni,ENDANGERED
Boulengerula taitana,ENDANGERED
Boulengerula uluguruensis,LEAST_CONCERN
Brasilotyphlus braziliensis,LEAST_CONCERN
Brasilotyphlus guarantanus,LEAST_CONCERN
Caecilia abitaguae,ENDANGERED
Caecilia albiventris,DATA_DEFICIENT
Caecilia antioquiaensis,DATA_DEFICIENT
Caecilia armata,DATA_DEFICIENT
Caecilia attenuata,DATA_DEFICIENT
Caecilia bokermanni,LEAST_CONCERN
Caecilia caribea,DATA_DEFICIENT
Caecilia corpulenta,DATA_DEFICIENT
Caecilia crassisquama,DATA_DEFICIENT
Caecilia degenerata,DATA_DEFICIENT
Caecilia disossea,LEAST_CONCERN
Caecilia dunni,DATA_DEFICIENT
Caecilia flavopunctata,DATA_DEFICIENT
Caecilia gracilis,LEAST_CONCERN
Caecilia guntheri,LEAST_CONCERN
Caecilia inca,DATA_DEFICIENT
Caecilia isthmica,LEAST_CONCERN
Caecilia leucocephala,LEAST_CONCERN
Caecilia marcusi,
Caecilia mertensi,LEAST_CONCERN
Caecilia nigricans,LEAST_CONCERN
Caecilia occidentalis,NEAR_THREATENED
Caecilia orientalis,LEAST_CONCERN
Caecilia pachynema,LEAST_CONCERN
Caecilia perdita,LEAST_CONCERN
